날짜,타점,득점,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희번,희비,병살타,타격방해,고의사구,팀,연도,home_stadium,FinalPF,단타,TB,Outs,타율,출루율,장타율,OPS,순출루율,순장타율,K%,BB%,BB/K,BABIP,SecA,PA/HR,AB/HR,GPA,RC,RC/27,XR,TAVG,wOBA,wRAA,wRC+
2026-03-28,9.0,10.0,50.0,46.0,16.0,4.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,한화,2026,대전,1.019564452032887,12.0,24.0,32.0,0.3478260869565217,0.4,0.5217391304347826,0.9217391304347826,0.0521739130434782,0.1739130434782608,0.18,0.08,0.4444444444444444,0.4,0.2608695652173913,25.0,23.0,0.3104347826086956,8.0,6.75,11.948,0.875,0.4294171406010971,2.211503893575603,127.71173010744864
2026-03-29,18.0,20.0,94.0,86.0,31.0,7.0,0.0,18.0,5.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,한화,2026,대전,1.019564452032887,23.0,45.0,58.0,0.3604651162790697,0.4042553191489361,0.5232558139534884,0.9275111331024246,0.0437902028698664,0.1627906976744186,0.1914893617021276,0.0744680851063829,0.3888888888888889,0.4242424242424242,0.2441860465116279,31.33333333333333,28.666666666666668,0.3127288471053934,15.594059405940596,7.259303516558552,22.99600000000001,0.896551724137931,0.416499094402376,3.623138514236783,122.85997817163916
2026-03-30,18.0,20.0,94.0,86.0,31.0,7.0,0.0,18.0,5.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,한화,2026,대전,1.019564452032887,23.0,45.0,58.0,0.3604651162790697,0.4042553191489361,0.5232558139534884,0.9275111331024246,0.0437902028698664,0.1627906976744186,0.1914893617021276,0.0744680851063829,0.3888888888888889,0.4242424242424242,0.2441860465116279,31.33333333333333,28.666666666666668,0.3127288471053934,15.594059405940596,7.259303516558552,22.99600000000001,0.896551724137931,0.416499094402376,3.623138514236783,122.85997817163916
2026-03-31,22.0,24.0,136.0,122.0,40.0,13.0,0.0,29.0,6.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,한화,2026,대전,1.019564452032887,30.0,58.0,86.0,0.3278688524590163,0.3897058823529412,0.4754098360655737,0.865115718418515,0.0618370298939248,0.1475409836065573,0.213235294117647,0.0955882352941176,0.4482758620689655,0.4,0.2540983606557377,34.0,30.5,0.294220106075217,19.073825503355703,5.988294053379117,30.688,0.8255813953488372,0.3969952703322091,3.514185134230682,115.6843172153653
2026-04-01,33.0,35.0,188.0,164.0,54.0,19.0,2.0,40.0,8.0,0.0,6.0,1.0,2.0,3.0,0.0,0.0,한화,2026,대전,1.019564452032887,40.0,80.0,116.0,0.3292682926829268,0.4010695187165775,0.4878048780487805,0.8888743967653581,0.0718012260336506,0.1585365853658536,0.2127659574468085,0.101063829787234,0.475,0.4,0.274390243902439,31.33333333333333,27.33333333333333,0.302432502934655,26.41148325358852,6.14750041247319,43.59,0.8706896551724138,0.406028746529887,5.912638827431817,118.71258157776174
2026-04-02,41.0,43.0,229.0,201.0,64.0,21.0,4.0,51.0,9.0,0.0,8.0,1.0,2.0,4.0,0.0,0.0,한화,2026,대전,1.019564452032887,47.0,97.0,144.0,0.3184079601990049,0.3903508771929824,0.4825870646766169,0.8729379418695994,0.0719429169939774,0.1641791044776119,0.222707423580786,0.0917030567685589,0.4117647058823529,0.3888888888888889,0.2686567164179104,28.625,25.125,0.2963046609059963,31.31496062992126,5.871555118110236,52.04200000000001,0.8472222222222222,0.3987272456965814,6.77814624419607,117.71922844812585
2026-04-03,50.0,54.0,276.0,240.0,77.0,26.0,7.0,54.0,12.0,0.0,9.0,1.0,2.0,5.0,0.0,0.0,한화,2026,대전,1.019564452032887,56.0,116.0,171.0,0.3208333333333333,0.4,0.4833333333333333,0.8833333333333333,0.0791666666666666,0.1624999999999999,0.1956521739130435,0.0942028985507246,0.4814814814814814,0.3798882681564245,0.2708333333333333,30.666666666666668,26.666666666666668,0.3008333333333333,38.29126213592233,6.045988758303525,64.268,0.8713450292397661,0.4065993029248517,9.642481094625548,121.77167732358912
2026-04-04,59.0,63.0,323.0,278.0,90.0,32.0,9.0,64.0,16.0,0.0,9.0,1.0,3.0,7.0,0.0,0.0,한화,2026,대전,1.019564452032887,65.0,133.0,199.0,0.3237410071942446,0.4068322981366459,0.4784172661870504,0.8852495643236964,0.0830912909424013,0.1546762589928058,0.1981424148606811,0.0990712074303405,0.5,0.3894230769230769,0.2697841726618705,35.888888888888886,30.88888888888889,0.3026788507082533,43.84615384615385,5.948975647468109,74.368,0.8743718592964824,0.4091108371393514,11.748801599237286,123.13295346469776
2026-04-05,59.0,63.0,359.0,309.0,95.0,35.0,10.0,72.0,17.0,0.0,9.0,2.0,3.0,7.0,0.0,0.0,한화,2026,대전,1.019564452032887,69.0,139.0,226.0,0.3074433656957929,0.392156862745098,0.4498381877022653,0.8419950504473634,0.0847134970493051,0.1423948220064724,0.2005571030640668,0.0974930362116991,0.4861111111111111,0.3722943722943723,0.255663430420712,39.888888888888886,34.333333333333336,0.2889301351608604,44.03960396039604,5.26136861473758,79.324,0.8141592920353983,0.3929429477486066,9.192192396132508,116.60859388370048
2026-04-06,59.0,63.0,359.0,309.0,95.0,35.0,10.0,72.0,17.0,0.0,9.0,2.0,3.0,7.0,0.0,0.0,한화,2026,대전,1.019564452032887,69.0,139.0,226.0,0.3074433656957929,0.392156862745098,0.4498381877022653,0.8419950504473634,0.0847134970493051,0.1423948220064724,0.2005571030640668,0.0974930362116991,0.4861111111111111,0.3722943722943723,0.255663430420712,39.888888888888886,34.333333333333336,0.2889301351608604,44.03960396039604,5.26136861473758,79.324,0.8141592920353983,0.3929429477486066,9.192192396132508,116.60859388370048
2026-04-07,65.0,69.0,402.0,343.0,103.0,42.0,11.0,81.0,18.0,0.0,9.0,3.0,3.0,7.0,0.0,1.0,한화,2026,대전,1.019564452032887,76.0,148.0,253.0,0.3002915451895043,0.3909774436090225,0.4314868804664723,0.8224643240754949,0.0906858984195181,0.1311953352769679,0.2014925373134328,0.1044776119402985,0.5185185185185185,0.3671875,0.2536443148688047,44.66666666666666,38.11111111111112,0.2838115697406782,46.51428571428571,4.963975155279503,86.862,0.7944664031620553,0.3876962092385814,9.675271419617454,116.04786720830656
2026-04-08,68.0,73.0,437.0,375.0,108.0,45.0,11.0,88.0,19.0,0.0,10.0,3.0,3.0,8.0,0.0,1.0,한화,2026,대전,1.019564452032887,79.0,157.0,281.0,0.288,0.3778801843317972,0.4186666666666667,0.7965468509984639,0.0898801843317972,0.1306666666666667,0.2013729977116704,0.102974828375286,0.5113636363636364,0.35,0.2506666666666666,43.7,37.5,0.2747127496159754,47.76876267748479,4.589881111359748,92.28600000000002,0.7580071174377224,0.3750927431893665,5.629984131831425,107.69652597442064
2026-04-09,68.0,73.0,437.0,375.0,108.0,45.0,11.0,88.0,19.0,0.0,10.0,3.0,3.0,8.0,0.0,1.0,한화,2026,대전,1.019564452032887,79.0,157.0,281.0,0.288,0.3778801843317972,0.4186666666666667,0.7965468509984639,0.0898801843317972,0.1306666666666667,0.2013729977116704,0.102974828375286,0.5113636363636364,0.35,0.2506666666666666,43.7,37.5,0.2747127496159754,47.76876267748479,4.589881111359748,92.28600000000002,0.7580071174377224,0.3750927431893665,5.629984131831425,107.69652597442064
2026-04-10,73.0,78.0,472.0,408.0,115.0,47.0,11.0,95.0,21.0,0.0,12.0,3.0,3.0,9.0,0.0,1.0,한화,2026,대전,1.019564452032887,82.0,172.0,308.0,0.2818627450980392,0.3688699360341151,0.4215686274509804,0.7904385634850956,0.0870071909360759,0.1397058823529411,0.2012711864406779,0.0995762711864406,0.4947368421052631,0.3388157894736842,0.2549019607843137,39.333333333333336,34.0,0.2713836280780969,51.27547169811321,4.494927713795638,99.44,0.7467532467532467,0.3696422420578746,4.394430633700658,105.01923625876972
2026-04-11,78.0,83.0,511.0,442.0,125.0,50.0,11.0,101.0,22.0,1.0,13.0,4.0,4.0,9.0,0.0,1.0,한화,2026,대전,1.019564452032887,89.0,188.0,334.0,0.2828054298642534,0.3668639053254438,0.4253393665158371,0.7922032718412808,0.0840584754611903,0.1425339366515837,0.197651663405088,0.0978473581213307,0.495049504950495,0.3373493975903614,0.255656108597285,39.30769230769231,34.0,0.2714235990254089,55.54545454545455,4.490201415351116,108.602,0.7455089820359282,0.3698105584722803,5.851398115393009,106.7569564668324
2026-04-12,81.0,86.0,549.0,476.0,133.0,54.0,11.0,112.0,23.0,1.0,13.0,4.0,4.0,10.0,0.0,1.0,한화,2026,대전,1.019564452032887,96.0,197.0,361.0,0.2794117647058823,0.363302752293578,0.4138655462184873,0.7771682985120654,0.0838909875876956,0.134453781512605,0.2040072859744991,0.0983606557377049,0.4821428571428571,0.3380281690140845,0.2478991596638655,42.23076923076923,36.61538461538461,0.2669526250867319,57.75244299674267,4.319434794770228,114.084,0.7257617728531855,0.3641381886053892,4.755155727078345,104.70262685448928
